Age,Gender,Study_Hours,Attendance,Sleep_Hours,Internet_Usage,Previous_Grade,Extra_Activities,Parental_Education,Marks,Result
25.0,F,,55.0,8.0,2.0,92.0,No,Postgraduate,,Pass
,M,8.0,79.0,4.0,5.0,82.0,No,Postgraduate,101.0,Pass
19.0,F,1.0,75.0,6.0,1.0,72.0,Yes,School,55.0,Pass
20.0,,5.0,86.0,6.0,1.0,47.0,Yes,Graduate,68.0,Pass
21.0,F,3.0,62.0,,3.0,94.0,No,Graduate,63.0,Pass
22.0,M,2.0,78.0,6.0,1.0,71.0,,School,61.0,Pass
19.0,F,8.0,54.0,7.0,2.0,76.0,Yes,Graduate,86.0,Pass
18.0,F,,,7.0,4.0,93.0,No,School,99.0,Pass
20.0,F,7.0,62.0,5.0,3.0,87.0,No,,83.0,Pass
21.0,F,5.0,73.0,,4.0,43.0,No,School,62.0,Pass
20.0,M,9.0,80.0,4.0,1.0,,Yes,Graduate,95.0,Pass
19.0,F,5.0,,5.0,5.0,57.0,Yes,Postgraduate,63.0,Pass
24.0,,2.0,57.0,4.0,2.0,62.0,Yes,School,58.0,Pass
20.0,F,3.0,58.0,4.0,1.0,68.0,,,61.0,Pass
18.0,M,4.0,70.0,4.0,,41.0,Yes,Postgraduate,48.0,Fail
18.0,F,5.0,69.0,6.0,1.0,52.0,No,School,74.0,Pass
,M,3.0,,8.0,,55.0,Yes,Postgraduate,,Fail
20.0,F,7.0,75.0,8.0,1.0,93.0,No,Graduate,87.0,Pass
25.0,M,5.0,91.0,7.0,3.0,47.0,,Postgraduate,64.0,Pass
23.0,M,5.0,60.0,4.0,4.0,58.0,Yes,Postgraduate,,Pass
23.0,M,6.0,86.0,6.0,5.0,71.0,No,Graduate,90.0,Pass
23.0,F,7.0,90.0,5.0,4.0,42.0,No,School,83.0,Pass
24.0,M,8.0,60.0,5.0,4.0,90.0,Yes,Graduate,91.0,
17.0,,9.0,,7.0,2.0,88.0,Yes,Graduate,98.0,Pass
,,4.0,,7.0,3.0,71.0,,School,63.0,Pass
20.0,M,5.0,68.0,4.0,3.0,80.0,Yes,School,81.0,
20.0,F,5.0,83.0,4.0,1.0,60.0,Yes,Graduate,73.0,Pass
20.0,M,8.0,87.0,5.0,4.0,64.0,,School,96.0,Pass
22.0,M,9.0,,5.0,5.0,92.0,No,,,Pass
23.0,M,7.0,50.0,5.0,2.0,94.0,Yes,Graduate,87.0,Pass
22.0,F,5.0,52.0,5.0,3.0,56.0,No,Graduate,66.0,Pass
17.0,M,3.0,52.0,8.0,1.0,64.0,Yes,Graduate,53.0,Pass
24.0,M,1.0,,4.0,5.0,72.0,Yes,Graduate,51.0,Pass
23.0,M,9.0,63.0,4.0,,70.0,,Postgraduate,99.0,Pass
22.0,M,5.0,79.0,,5.0,75.0,Yes,Postgraduate,71.0,Pass
22.0,F,9.0,54.0,6.0,3.0,62.0,Yes,School,79.0,Pass
21.0,M,4.0,98.0,5.0,2.0,86.0,Yes,Postgraduate,78.0,Pass
,,5.0,64.0,7.0,4.0,83.0,Yes,Postgraduate,77.0,Pass
25.0,F,4.0,87.0,6.0,2.0,64.0,,Postgraduate,,Pass
25.0,,2.0,,7.0,5.0,88.0,No,School,55.0,Pass
24.0,F,,63.0,6.0,,83.0,No,Postgraduate,55.0,Pass
25.0,M,8.0,98.0,7.0,1.0,87.0,Yes,Graduate,109.0,Pass
24.0,F,4.0,57.0,,,69.0,Yes,Graduate,59.0,Pass
,M,5.0,57.0,5.0,5.0,52.0,No,School,60.0,Pass
17.0,F,6.0,,6.0,3.0,,Yes,School,91.0,Pass
21.0,M,,81.0,7.0,3.0,86.0,No,School,92.0,Pass
20.0,F,8.0,80.0,8.0,2.0,68.0,No,Postgraduate,90.0,Pass
18.0,M,7.0,78.0,6.0,3.0,55.0,No,,76.0,
24.0,F,4.0,90.0,6.0,5.0,77.0,Yes,School,68.0,Pass
19.0,M,6.0,60.0,,3.0,66.0,Yes,School,83.0,
20.0,M,4.0,94.0,6.0,4.0,65.0,Yes,Graduate,67.0,Pass
,,,62.0,8.0,2.0,50.0,Yes,School,70.0,
25.0,M,,76.0,5.0,,86.0,No,,54.0,Pass
18.0,M,5.0,68.0,7.0,,76.0,Yes,Graduate,66.0,Pass
,M,4.0,75.0,,5.0,42.0,Yes,School,57.0,Pass
20.0,M,7.0,86.0,7.0,,65.0,Yes,School,86.0,Pass
17.0,M,9.0,97.0,5.0,1.0,73.0,No,Postgraduate,96.0,Pass
,F,5.0,58.0,6.0,1.0,72.0,Yes,School,69.0,Pass
18.0,M,4.0,77.0,8.0,5.0,54.0,No,School,59.0,Pass
,M,9.0,81.0,4.0,5.0,41.0,Yes,School,75.0,Pass
17.0,F,5.0,52.0,8.0,2.0,67.0,Yes,School,59.0,Pass
19.0,M,9.0,81.0,8.0,5.0,59.0,Yes,School,88.0,Pass
,F,8.0,54.0,8.0,5.0,77.0,,School,85.0,Pass
17.0,M,4.0,57.0,8.0,2.0,83.0,Yes,Postgraduate,67.0,
23.0,F,7.0,,5.0,4.0,92.0,,Postgraduate,92.0,Pass
21.0,F,5.0,52.0,8.0,,55.0,Yes,School,69.0,Pass
,M,4.0,73.0,8.0,2.0,85.0,,Postgraduate,83.0,Pass
22.0,F,5.0,62.0,,2.0,43.0,Yes,Graduate,58.0,Pass
21.0,M,5.0,92.0,7.0,4.0,47.0,Yes,Postgraduate,80.0,Pass
19.0,M,9.0,,5.0,4.0,83.0,No,Graduate,96.0,Pass
,M,9.0,57.0,,,94.0,Yes,School,100.0,Pass
25.0,M,6.0,91.0,5.0,4.0,85.0,No,Graduate,84.0,
25.0,F,4.0,80.0,,3.0,59.0,No,School,,Pass
25.0,,2.0,75.0,,2.0,65.0,Yes,Postgraduate,,Pass
,F,,67.0,6.0,1.0,71.0,Yes,,55.0,Pass
19.0,F,2.0,67.0,4.0,3.0,52.0,Yes,,,Pass
23.0,M,5.0,56.0,,1.0,44.0,Yes,Graduate,55.0,Pass
21.0,M,6.0,97.0,,1.0,83.0,Yes,School,89.0,Pass
18.0,M,5.0,87.0,6.0,5.0,81.0,No,School,83.0,Pass
19.0,M,2.0,97.0,7.0,2.0,92.0,No,Postgraduate,77.0,Pass
22.0,F,5.0,65.0,6.0,3.0,90.0,Yes,Postgraduate,72.0,Pass
23.0,M,9.0,82.0,7.0,2.0,52.0,Yes,School,98.0,
25.0,F,,52.0,8.0,4.0,80.0,No,Postgraduate,70.0,Pass
17.0,M,2.0,87.0,4.0,2.0,,No,Graduate,61.0,Pass
23.0,M,3.0,,4.0,1.0,76.0,,Graduate,65.0,
24.0,M,3.0,85.0,8.0,,71.0,Yes,,59.0,Pass
19.0,M,,,8.0,2.0,84.0,Yes,Postgraduate,89.0,Pass
20.0,F,,91.0,5.0,2.0,81.0,No,Graduate,75.0,Pass
22.0,F,1.0,58.0,6.0,1.0,57.0,No,Graduate,43.0,Fail
23.0,M,1.0,89.0,6.0,4.0,68.0,Yes,School,,Pass
,F,7.0,66.0,6.0,1.0,54.0,No,School,82.0,Pass
24.0,F,7.0,66.0,7.0,2.0,59.0,Yes,Postgraduate,70.0,Pass
,M,2.0,82.0,5.0,3.0,83.0,No,School,60.0,Pass
17.0,M,9.0,69.0,6.0,3.0,75.0,Yes,Postgraduate,86.0,Pass
20.0,F,9.0,63.0,7.0,5.0,44.0,,Postgraduate,71.0,Pass
19.0,F,5.0,71.0,,3.0,79.0,No,School,,Pass
25.0,F,3.0,76.0,4.0,4.0,76.0,No,School,60.0,Pass
24.0,F,3.0,92.0,7.0,5.0,72.0,No,Postgraduate,70.0,Pass
,M,3.0,52.0,8.0,4.0,,Yes,Postgraduate,51.0,Pass
22.0,M,,73.0,7.0,3.0,58.0,No,Postgraduate,,Pass
25.0,F,,79.0,8.0,,90.0,Yes,Graduate,83.0,Pass
,M,8.0,57.0,8.0,2.0,71.0,No,,77.0,Pass
20.0,F,5.0,71.0,4.0,4.0,81.0,No,School,,Pass
17.0,F,1.0,74.0,4.0,,61.0,Yes,Graduate,,
18.0,M,,59.0,7.0,2.0,80.0,No,Graduate,87.0,Pass
21.0,F,1.0,98.0,4.0,,40.0,No,Postgraduate,56.0,Pass
21.0,F,6.0,78.0,,5.0,93.0,Yes,,85.0,Pass
24.0,M,,89.0,6.0,4.0,64.0,No,School,57.0,
22.0,M,3.0,,7.0,5.0,59.0,No,Graduate,54.0,Pass
24.0,F,5.0,70.0,7.0,5.0,,,Graduate,,Pass
18.0,F,7.0,88.0,7.0,3.0,84.0,,Graduate,97.0,Pass
19.0,M,8.0,73.0,4.0,1.0,45.0,No,School,74.0,Pass
,F,9.0,58.0,4.0,4.0,45.0,Yes,School,72.0,Pass
19.0,F,6.0,93.0,8.0,1.0,89.0,Yes,Postgraduate,96.0,Pass
,M,9.0,75.0,5.0,5.0,76.0,Yes,Graduate,100.0,
22.0,M,,58.0,5.0,3.0,88.0,Yes,Postgraduate,91.0,Pass
18.0,M,9.0,69.0,5.0,1.0,42.0,,Postgraduate,76.0,Pass
,M,4.0,84.0,6.0,2.0,76.0,No,School,,Pass
18.0,M,,85.0,4.0,5.0,70.0,Yes,Postgraduate,93.0,Pass
,M,7.0,91.0,8.0,,74.0,No,Graduate,91.0,Pass
17.0,F,5.0,85.0,8.0,1.0,94.0,No,Postgraduate,95.0,Pass
19.0,,5.0,58.0,5.0,1.0,84.0,No,School,76.0,Pass
18.0,M,1.0,71.0,6.0,,,No,School,,Pass
23.0,M,,50.0,6.0,4.0,56.0,No,School,39.0,
20.0,F,3.0,54.0,,5.0,54.0,No,Graduate,43.0,Fail
24.0,F,8.0,58.0,5.0,5.0,44.0,Yes,Postgraduate,71.0,Pass
22.0,F,6.0,86.0,4.0,5.0,61.0,No,Graduate,74.0,Pass
,,,87.0,6.0,4.0,,Yes,School,87.0,Pass
21.0,M,1.0,68.0,8.0,1.0,50.0,No,,42.0,Fail
25.0,F,9.0,,5.0,1.0,67.0,,,86.0,Pass
23.0,M,3.0,91.0,4.0,2.0,53.0,No,Graduate,60.0,Pass
25.0,M,3.0,92.0,,4.0,78.0,Yes,Graduate,72.0,Pass
23.0,M,2.0,81.0,6.0,3.0,,Yes,Postgraduate,42.0,Fail
17.0,F,4.0,62.0,,4.0,94.0,No,Postgraduate,,Pass
24.0,F,2.0,69.0,5.0,2.0,91.0,No,School,67.0,Pass
20.0,,9.0,,4.0,,81.0,,Postgraduate,,Pass
,M,7.0,92.0,4.0,2.0,50.0,No,Postgraduate,76.0,Pass
23.0,M,8.0,93.0,6.0,,69.0,No,Graduate,98.0,Pass
19.0,M,3.0,86.0,5.0,3.0,77.0,,School,63.0,Pass
,M,6.0,79.0,4.0,2.0,44.0,No,Graduate,80.0,Pass
,F,6.0,59.0,5.0,5.0,,Yes,Graduate,75.0,Pass
21.0,,1.0,80.0,6.0,1.0,61.0,No,,60.0,Pass
20.0,M,6.0,74.0,5.0,3.0,52.0,No,Postgraduate,63.0,
24.0,M,,78.0,8.0,5.0,83.0,No,School,61.0,Pass
24.0,F,3.0,73.0,5.0,3.0,90.0,No,Postgraduate,78.0,Pass
17.0,F,3.0,88.0,7.0,3.0,90.0,Yes,Graduate,72.0,Pass
25.0,,8.0,70.0,7.0,5.0,60.0,No,,87.0,Pass
21.0,F,5.0,90.0,6.0,4.0,76.0,No,School,72.0,Pass
20.0,F,4.0,58.0,6.0,,64.0,No,School,58.0,Pass
22.0,F,9.0,91.0,6.0,4.0,91.0,Yes,Graduate,105.0,Pass
22.0,F,9.0,91.0,8.0,3.0,60.0,,Graduate,98.0,Pass
18.0,F,1.0,51.0,8.0,5.0,67.0,Yes,,38.0,Fail
24.0,F,2.0,53.0,5.0,3.0,80.0,No,School,54.0,Pass
23.0,M,8.0,,,2.0,43.0,No,Graduate,64.0,
17.0,F,5.0,,7.0,2.0,68.0,Yes,Postgraduate,78.0,Pass
21.0,F,,,7.0,3.0,86.0,,Postgraduate,78.0,Pass
22.0,,1.0,,7.0,5.0,74.0,No,Postgraduate,63.0,Pass
20.0,M,5.0,62.0,,5.0,62.0,No,Graduate,62.0,Pass
18.0,M,3.0,,5.0,,46.0,No,Graduate,63.0,Pass
20.0,M,2.0,73.0,6.0,5.0,91.0,No,Postgraduate,70.0,Pass
17.0,F,2.0,99.0,4.0,4.0,91.0,No,Postgraduate,70.0,Pass
,F,9.0,67.0,6.0,,,Yes,Graduate,98.0,Pass
18.0,F,4.0,94.0,5.0,2.0,85.0,No,School,74.0,Pass
18.0,,,89.0,8.0,5.0,48.0,Yes,,56.0,Pass
25.0,M,7.0,75.0,6.0,2.0,62.0,Yes,School,73.0,Pass
21.0,F,2.0,,5.0,1.0,42.0,No,School,45.0,Fail
18.0,F,3.0,93.0,5.0,3.0,48.0,No,Graduate,55.0,Pass
25.0,M,3.0,,8.0,5.0,92.0,Yes,Graduate,67.0,Pass
25.0,F,6.0,,8.0,2.0,43.0,,School,,Pass
17.0,F,3.0,67.0,8.0,5.0,88.0,No,Graduate,,Pass
19.0,F,5.0,,4.0,1.0,64.0,Yes,School,73.0,Pass
20.0,F,4.0,61.0,5.0,2.0,45.0,,,49.0,Fail
23.0,M,3.0,74.0,8.0,2.0,87.0,Yes,Graduate,69.0,Pass
20.0,M,8.0,94.0,4.0,3.0,57.0,No,Graduate,98.0,Pass
18.0,M,3.0,80.0,7.0,3.0,,No,Postgraduate,70.0,Pass
23.0,,,59.0,7.0,2.0,46.0,Yes,Graduate,58.0,Pass
,M,7.0,,7.0,3.0,74.0,Yes,Postgraduate,88.0,
19.0,F,7.0,83.0,5.0,2.0,70.0,No,,95.0,Pass
22.0,F,2.0,52.0,4.0,4.0,77.0,No,Graduate,50.0,Pass
22.0,M,3.0,95.0,4.0,5.0,71.0,Yes,Graduate,77.0,Pass
21.0,M,4.0,88.0,7.0,4.0,74.0,No,,84.0,Pass
20.0,M,,57.0,6.0,4.0,,No,School,70.0,Pass
17.0,F,2.0,81.0,7.0,5.0,83.0,No,Graduate,64.0,Pass
22.0,M,3.0,92.0,,2.0,44.0,No,School,58.0,Pass
18.0,F,7.0,78.0,7.0,2.0,69.0,No,Graduate,83.0,Pass
19.0,F,7.0,71.0,7.0,3.0,61.0,Yes,Graduate,83.0,Pass
24.0,F,,69.0,4.0,1.0,56.0,Yes,School,57.0,Pass
22.0,F,,55.0,7.0,2.0,49.0,No,Graduate,47.0,Fail
19.0,M,3.0,92.0,8.0,5.0,46.0,No,Postgraduate,53.0,Pass
23.0,F,5.0,98.0,8.0,1.0,43.0,No,Postgraduate,,Pass
20.0,F,7.0,78.0,6.0,5.0,81.0,No,Graduate,82.0,Pass
25.0,M,4.0,91.0,5.0,5.0,66.0,Yes,Postgraduate,,Pass
21.0,F,,66.0,5.0,5.0,46.0,Yes,Postgraduate,49.0,Fail
19.0,F,6.0,80.0,4.0,1.0,62.0,No,Postgraduate,81.0,Pass
18.0,F,2.0,83.0,5.0,,50.0,No,Postgraduate,45.0,Fail
18.0,M,3.0,,6.0,5.0,92.0,No,School,78.0,Pass
19.0,,4.0,86.0,8.0,3.0,47.0,No,School,58.0,Pass
18.0,F,6.0,53.0,,2.0,47.0,No,School,55.0,Pass
20.0,M,6.0,51.0,8.0,,76.0,Yes,Postgraduate,76.0,Pass
18.0,M,7.0,61.0,6.0,2.0,44.0,Yes,Postgraduate,68.0,Pass
25.0,F,5.0,84.0,4.0,1.0,46.0,No,School,66.0,Pass
18.0,F,7.0,55.0,,3.0,61.0,No,Postgraduate,84.0,Pass
25.0,M,,95.0,5.0,3.0,75.0,Yes,School,58.0,Pass
22.0,F,1.0,57.0,,3.0,41.0,Yes,School,34.0,Fail
17.0,M,8.0,70.0,4.0,3.0,63.0,Yes,School,,Pass
20.0,F,,95.0,8.0,3.0,90.0,No,Postgraduate,68.0,Pass
17.0,M,2.0,84.0,4.0,4.0,41.0,Yes,School,55.0,Pass
22.0,F,6.0,97.0,7.0,3.0,87.0,No,,91.0,Pass
20.0,M,1.0,64.0,,3.0,51.0,No,School,44.0,Fail
19.0,M,3.0,56.0,4.0,1.0,86.0,Yes,School,,
19.0,M,7.0,64.0,6.0,1.0,81.0,No,Graduate,86.0,Pass
25.0,M,8.0,94.0,6.0,3.0,94.0,Yes,Postgraduate,95.0,Pass
22.0,M,4.0,55.0,8.0,4.0,65.0,No,School,56.0,Pass
25.0,F,3.0,96.0,5.0,3.0,77.0,Yes,,81.0,Pass
21.0,F,1.0,66.0,7.0,3.0,,Yes,Postgraduate,48.0,Fail
18.0,,9.0,53.0,4.0,3.0,45.0,Yes,Graduate,77.0,Pass
24.0,F,6.0,71.0,5.0,5.0,,Yes,School,,Pass
21.0,F,,81.0,8.0,4.0,41.0,No,Graduate,67.0,Pass
18.0,F,9.0,71.0,5.0,2.0,,Yes,Postgraduate,94.0,Pass
20.0,F,1.0,76.0,6.0,3.0,53.0,,School,58.0,Pass
25.0,F,6.0,95.0,6.0,2.0,57.0,Yes,,72.0,Pass
,F,5.0,64.0,7.0,4.0,77.0,Yes,Postgraduate,76.0,Pass
20.0,M,6.0,93.0,4.0,3.0,71.0,No,Postgraduate,,Pass
18.0,F,8.0,71.0,4.0,2.0,90.0,Yes,School,94.0,Pass
22.0,,5.0,77.0,8.0,2.0,53.0,No,,73.0,Pass
18.0,F,2.0,91.0,7.0,4.0,69.0,No,School,60.0,Pass
23.0,M,2.0,87.0,4.0,3.0,52.0,No,School,52.0,
19.0,F,5.0,58.0,6.0,5.0,,Yes,Graduate,,Pass
19.0,F,3.0,83.0,7.0,4.0,70.0,No,Postgraduate,75.0,Pass
21.0,F,3.0,85.0,5.0,5.0,76.0,Yes,School,62.0,Pass
19.0,,8.0,,7.0,3.0,84.0,Yes,School,87.0,Pass
18.0,F,,64.0,7.0,2.0,77.0,Yes,School,86.0,Pass
25.0,M,1.0,94.0,4.0,4.0,61.0,No,Graduate,60.0,Pass
18.0,,,69.0,8.0,4.0,67.0,Yes,Postgraduate,63.0,Pass
18.0,M,9.0,57.0,8.0,4.0,58.0,No,,81.0,Pass
24.0,M,4.0,77.0,4.0,,82.0,,School,80.0,
25.0,M,,68.0,4.0,3.0,55.0,No,Postgraduate,45.0,Fail
23.0,F,8.0,65.0,4.0,1.0,44.0,No,Graduate,67.0,Pass
19.0,M,,60.0,8.0,4.0,83.0,Yes,,77.0,
25.0,M,,91.0,4.0,4.0,88.0,Yes,School,63.0,Pass
19.0,M,1.0,57.0,5.0,,41.0,Yes,Postgraduate,45.0,Fail
21.0,M,3.0,82.0,5.0,1.0,49.0,Yes,,62.0,Pass
25.0,F,,59.0,6.0,2.0,86.0,Yes,Graduate,98.0,Pass
19.0,F,1.0,67.0,5.0,3.0,58.0,No,Postgraduate,55.0,
23.0,,4.0,,7.0,2.0,59.0,No,Postgraduate,62.0,Pass
17.0,F,,92.0,6.0,2.0,68.0,,School,90.0,Pass
20.0,M,8.0,99.0,5.0,3.0,64.0,Yes,School,88.0,Pass
20.0,F,8.0,52.0,,4.0,56.0,No,School,80.0,Pass
23.0,,8.0,89.0,5.0,5.0,90.0,Yes,Postgraduate,107.0,Pass
24.0,F,4.0,76.0,,4.0,90.0,No,Graduate,83.0,Pass
17.0,F,,77.0,4.0,4.0,52.0,,,,
21.0,F,9.0,,,1.0,84.0,No,Postgraduate,100.0,Pass
,M,7.0,55.0,4.0,2.0,55.0,Yes,Graduate,82.0,Pass
20.0,F,2.0,96.0,7.0,2.0,,Yes,Graduate,85.0,Pass
20.0,F,9.0,63.0,7.0,2.0,92.0,Yes,Postgraduate,90.0,Pass
,F,8.0,56.0,5.0,5.0,74.0,Yes,Graduate,88.0,Pass
22.0,M,5.0,59.0,7.0,5.0,75.0,,Postgraduate,81.0,Pass
23.0,F,,64.0,5.0,5.0,78.0,Yes,School,74.0,Pass
18.0,F,7.0,,,3.0,42.0,Yes,Graduate,73.0,Pass
21.0,M,2.0,78.0,8.0,5.0,,No,,51.0,Pass
20.0,M,3.0,91.0,,1.0,79.0,No,Graduate,68.0,Pass
19.0,F,9.0,66.0,,,89.0,No,Graduate,96.0,Pass
23.0,F,4.0,78.0,5.0,4.0,92.0,Yes,School,85.0,Pass
22.0,F,4.0,98.0,4.0,,85.0,No,Postgraduate,89.0,Pass
23.0,M,3.0,93.0,8.0,4.0,,No,School,69.0,Pass
21.0,M,5.0,,,,68.0,Yes,,69.0,Pass
,M,3.0,75.0,8.0,,44.0,No,,58.0,Pass
21.0,F,9.0,61.0,8.0,4.0,42.0,Yes,Graduate,84.0,Pass
23.0,M,3.0,74.0,7.0,1.0,49.0,Yes,Postgraduate,49.0,Fail
18.0,F,2.0,90.0,4.0,5.0,70.0,Yes,School,62.0,Pass
,,5.0,54.0,6.0,5.0,50.0,No,Postgraduate,65.0,
22.0,M,6.0,53.0,8.0,3.0,56.0,No,Graduate,61.0,Pass
22.0,M,1.0,93.0,8.0,4.0,79.0,,School,72.0,Pass
21.0,F,6.0,97.0,5.0,,80.0,Yes,Graduate,83.0,Pass
23.0,F,3.0,90.0,,5.0,47.0,No,School,57.0,Pass
24.0,F,4.0,80.0,6.0,2.0,91.0,Yes,Postgraduate,71.0,Pass
23.0,F,6.0,52.0,8.0,,41.0,No,Postgraduate,59.0,Pass
21.0,M,8.0,52.0,5.0,1.0,43.0,Yes,Postgraduate,69.0,Pass
17.0,F,,75.0,4.0,,55.0,Yes,Postgraduate,95.0,Pass
21.0,M,6.0,99.0,8.0,2.0,80.0,Yes,Postgraduate,96.0,Pass
18.0,F,7.0,66.0,5.0,3.0,80.0,Yes,School,91.0,Pass
,F,5.0,59.0,4.0,,,Yes,School,71.0,Pass
21.0,M,9.0,51.0,,1.0,44.0,Yes,Graduate,73.0,Pass
18.0,,4.0,73.0,,3.0,74.0,Yes,School,75.0,Pass
21.0,F,6.0,60.0,8.0,,53.0,Yes,Graduate,75.0,Pass
20.0,F,5.0,73.0,6.0,5.0,54.0,Yes,Postgraduate,60.0,Pass
17.0,M,1.0,84.0,4.0,4.0,,Yes,School,38.0,Fail
19.0,M,5.0,72.0,6.0,5.0,55.0,Yes,,65.0,Pass
17.0,M,5.0,81.0,6.0,2.0,62.0,Yes,Postgraduate,70.0,Pass
21.0,M,9.0,72.0,4.0,2.0,70.0,No,,101.0,Pass
20.0,M,1.0,83.0,7.0,,81.0,No,Postgraduate,56.0,Pass
23.0,,5.0,,4.0,5.0,85.0,Yes,Graduate,90.0,Pass
21.0,F,7.0,68.0,5.0,3.0,51.0,No,Graduate,71.0,Pass
20.0,F,6.0,51.0,6.0,3.0,80.0,Yes,School,76.0,Pass
18.0,F,6.0,,8.0,5.0,94.0,No,Postgraduate,87.0,Pass
20.0,M,,64.0,6.0,3.0,58.0,Yes,,68.0,Pass
18.0,M,6.0,70.0,8.0,5.0,,No,Postgraduate,78.0,Pass
24.0,M,,84.0,5.0,5.0,84.0,Yes,Postgraduate,,
19.0,F,5.0,54.0,5.0,2.0,94.0,No,,86.0,Pass
25.0,M,9.0,92.0,,1.0,52.0,Yes,Postgraduate,102.0,Pass
20.0,M,8.0,76.0,4.0,2.0,88.0,,Postgraduate,101.0,
22.0,F,4.0,73.0,6.0,3.0,41.0,No,Graduate,49.0,Fail
21.0,F,4.0,56.0,8.0,1.0,59.0,No,,67.0,Pass
17.0,F,5.0,55.0,5.0,5.0,94.0,Yes,Postgraduate,77.0,Pass
25.0,M,3.0,95.0,5.0,3.0,70.0,,Graduate,61.0,Pass
17.0,M,8.0,82.0,8.0,4.0,48.0,No,Graduate,88.0,Pass
24.0,F,7.0,98.0,6.0,3.0,,Yes,Postgraduate,89.0,Pass
25.0,F,5.0,,6.0,1.0,47.0,Yes,Postgraduate,64.0,Pass
25.0,M,3.0,95.0,8.0,,78.0,No,,82.0,Pass
17.0,F,5.0,91.0,7.0,5.0,76.0,Yes,Postgraduate,81.0,Pass
18.0,M,3.0,79.0,6.0,4.0,68.0,No,,74.0,Pass
17.0,F,,57.0,8.0,5.0,58.0,No,Postgraduate,59.0,Pass
18.0,F,1.0,89.0,8.0,4.0,74.0,Yes,Graduate,53.0,Pass
24.0,,6.0,95.0,5.0,4.0,84.0,No,Postgraduate,90.0,Pass
21.0,M,4.0,56.0,8.0,5.0,77.0,No,,71.0,Pass
23.0,M,4.0,55.0,4.0,,65.0,Yes,School,65.0,Pass
18.0,,8.0,53.0,,2.0,,Yes,Postgraduate,75.0,Pass
24.0,M,,50.0,5.0,4.0,75.0,No,Postgraduate,57.0,Pass
22.0,F,,64.0,6.0,,74.0,No,,64.0,Pass
24.0,F,2.0,80.0,7.0,5.0,43.0,,Postgraduate,42.0,Fail
17.0,M,1.0,74.0,6.0,3.0,42.0,Yes,School,36.0,Fail
17.0,M,3.0,96.0,,4.0,84.0,No,School,,Pass
23.0,M,8.0,82.0,5.0,3.0,86.0,,Graduate,96.0,Pass
24.0,M,6.0,84.0,5.0,5.0,51.0,No,Graduate,65.0,Pass
19.0,F,,54.0,,1.0,71.0,Yes,Postgraduate,72.0,Pass
21.0,,2.0,54.0,,4.0,86.0,No,Graduate,62.0,Pass
17.0,M,6.0,85.0,7.0,4.0,65.0,No,School,84.0,Pass
23.0,F,,66.0,8.0,,82.0,Yes,School,90.0,Pass
21.0,F,8.0,63.0,4.0,5.0,82.0,Yes,Postgraduate,83.0,Pass
,F,4.0,78.0,7.0,2.0,52.0,No,School,67.0,Pass
24.0,F,6.0,,5.0,4.0,83.0,Yes,Graduate,73.0,Pass
,M,5.0,83.0,4.0,1.0,77.0,No,Postgraduate,86.0,Pass
23.0,,9.0,89.0,6.0,4.0,68.0,No,Postgraduate,102.0,Pass
17.0,F,8.0,50.0,6.0,4.0,,Yes,Postgraduate,93.0,
19.0,,2.0,78.0,4.0,2.0,,No,Graduate,72.0,Pass
24.0,M,7.0,85.0,5.0,,90.0,,Postgraduate,104.0,Pass
,M,7.0,86.0,6.0,5.0,58.0,No,Postgraduate,83.0,Pass
24.0,,1.0,78.0,5.0,4.0,74.0,,School,52.0,Pass
17.0,M,1.0,54.0,8.0,4.0,87.0,No,School,,Pass
21.0,,4.0,81.0,7.0,3.0,80.0,Yes,Postgraduate,82.0,
20.0,F,5.0,73.0,4.0,3.0,66.0,No,Graduate,65.0,Pass
21.0,F,4.0,68.0,7.0,1.0,85.0,No,Graduate,79.0,
24.0,F,7.0,,8.0,1.0,70.0,Yes,Graduate,79.0,Pass
20.0,F,3.0,50.0,6.0,3.0,42.0,Yes,Graduate,52.0,Pass
20.0,,7.0,56.0,5.0,,74.0,Yes,School,90.0,Pass
19.0,F,8.0,66.0,5.0,4.0,63.0,Yes,Graduate,86.0,Pass
23.0,M,6.0,,8.0,2.0,91.0,Yes,,82.0,Pass
19.0,M,6.0,,4.0,,46.0,Yes,Postgraduate,85.0,Pass
19.0,M,8.0,56.0,7.0,3.0,90.0,Yes,Graduate,97.0,Pass
,M,8.0,,,5.0,74.0,,Graduate,84.0,Pass
21.0,,7.0,52.0,4.0,5.0,60.0,No,Graduate,65.0,Pass
,M,6.0,78.0,8.0,3.0,40.0,No,Graduate,67.0,Pass
24.0,M,6.0,71.0,8.0,4.0,,Yes,,78.0,Pass
22.0,F,6.0,87.0,5.0,1.0,,No,Postgraduate,99.0,Pass
17.0,M,8.0,92.0,6.0,1.0,45.0,No,School,92.0,Pass
24.0,F,1.0,78.0,4.0,,78.0,No,Postgraduate,58.0,
24.0,F,5.0,99.0,,3.0,,,Postgraduate,82.0,Pass
25.0,M,3.0,99.0,6.0,3.0,57.0,No,Postgraduate,66.0,Pass
25.0,M,8.0,,7.0,2.0,64.0,Yes,Postgraduate,99.0,Pass
18.0,F,6.0,54.0,7.0,5.0,54.0,Yes,School,72.0,Pass
18.0,F,2.0,79.0,5.0,3.0,86.0,No,Postgraduate,63.0,Pass
